0, 35, 1046, 267, 1081, 45, -16, -11, 4, -1, -1
1, -62, 1214, 129, 1222, 39, 4, 1, 7, -1, 0
2, -24, 1167, 35, 1168, 24, -2, 10, 9, -1, 0
3, 145, 1108, 44, 1118, 13, -7, 8, 11, -2, 1
4, 178, 1059, 70, 1076, 6, -1, 0, 11, -2, 0
5, 32, 1020, 102, 1026, 4, 0, -8, 11, -2, 0
6, -85, 1023, 131, 1035, 5, -2, -6, 12, -2, 0
7, -99, 987, 155, 1004, 9, -7, -2, 13, -3, 0
8, -55, 988, 128, 998, 15, -1, 0, 14, -3, 0
9, -116, 1036, 69, 1045, 18, 7, 2, 16, -2, 0
10, -132, 1128, 33, 1137, 14, 2, 6, 17, -2, 0
11, -72, 1135, 87, 1141, 0, -2, 12, 17, -2, 1
12, -9, 1010, 148, 1021, -2, 5, 14, 17, -2, 2
13, -26, 980, 170, 995, 6, 7, 14, 18, -1, 4
14, 55, 992, 143, 1004, 15, -1, 11, 19, -1, 5
15, 113, 1035, 107, 1047, 17, -1, 3, 21, -1, 5
16, 92, 1031, 81, 1039, 14, 10, -3, 22, 0, 5
17, -63, 1028, 65, 1032, 10, 17, -8, 23, 0, 4
18, -160, 1017, 34, 1030, 9, 12, -7, 24, 2, 3
19, -158, 1047, 7, 1059, 7, 4, -4, 24, 2, 3
20, -144, 1056, 0, 1066, 1, 5, -1, 25, 3, 3
21, -139, 1048, 16, 1058, -5, 3, 2, 24, 3, 3
22, -97, 1032, 87, 1040, -8, -2, 5, 23, 3, 4
23, -88, 1051, 125, 1062, -11, -4, 7, 22, 2, 4
24, -30, 1010, 160, 1023, -9, -2, 7, 21, 2, 5
25, -68, 1032, 165, 1047, -4, 6, 1, 21, 3, 5
26, -183, 1040, 127, 1063, 0, 14, 0, 21, 4, 5
27, -245, 1071, 73, 1101, 1, 8, 2, 21, 5, 6
28, -193, 1074, 43, 1092, 1, 6, 1, 21, 6, 6
29, -230, 1127, 35, 1151, -3, 15, 0, 21, 7, 6
30, -292, 1045, 82, 1088, -10, 17, 0, 20, 9, 6
31, -289, 970, 102, 1018, -5, 20, 0, 19, 11, 6
32, -350, 1032, 97, 1094, 0, 22, 2, 20, 13, 6
33, -340, 1063, 70, 1118, 3, 18, 2, 20, 15, 6
34, -303, 1125, 46, 1166, 1, 24, -3, 20, 18, 6
35, -342, 1132, 36, 1184, -2, 36, -9, 20, 21, 5
36, -478, 1174, 48, 1269, -7, 43, -13, 19, 25, 4
37, -637, 1169, 81, 1334, -11, 44, -8, 18, 30, 3
38, -731, 1090, 134, 1319, -10, 44, 5, 17, 34, 3
39, -709, 1040, 148, 1267, 2, 39, 22, 17, 38, 6
40, -560, 1100, 124, 1241, 12, 38, 30, 18, 42, 9
41, -469, 1187, 95, 1280, 14, 41, 32, 20, 47, 12
42, -369, 1209, 130, 1271, 7, 45, 31, 21, 51, 15
43, -329, 1185, 170, 1242, 3, 49, 25, 21, 56, 18
44, -293, 1150, 205, 1204, 3, 50, 13, 21, 61, 19
45, -354, 1127, 210, 1200, 6, 59, 1, 22, 68, 19
46, -511, 1117, 199, 1245, 10, 66, -5, 23, 74, 19
47, -616, 1144, 181, 1312, 14, 67, -4, 24, 81, 18
48, -601, 1212, 191, 1367, 11, 70, 2, 25, 88, 19
49, -570, 1180, 255, 1336, 5, 80, 6, 26, 96, 19
50, -572, 1123, 303, 1296, 6, 84, 8, 26, 105, 20
51, -612, 1063, 335, 1272, 16, 87, 7, 28, 113, 21
52, -631, 1041, 285, 1250, 29, 87, 6, 30, 122, 21
53, -666, 1104, 210, 1307, 36, 91, 8, 34, 131, 22
54, -675, 1160, 174, 1354, 34, 97, 12, 37, 141, 24
55, -648, 1201, 167, 1375, 29, 98, 19, 39, 151, 25
56, -519, 1211, 218, 1336, 23, 100, 21, 41, 161, 28
57, -481, 1190, 273, 1313, 22, 106, 17, 43, 172, 29
58, -487, 1174, 306, 1307, 24, 112, 13, 46, 183, 31
59, -509, 1129, 319, 1279, 27, 117, 9, 48, 195, 32
60, -490, 1088, 314, 1234, 31, 122, 5, 51, 207, 32
61, -484, 1075, 305, 1218, 33, 129, 2, 54, 220, 32
62, -478, 1038, 283, 1177, 34, 140, 1, 57, 235, 33
63, -506, 988, 262, 1141, 31, 152, 2, 60, 251, 33
64, -542, 920, 247, 1096, 31, 154, 9, 63, 266, 34
65, -546, 856, 242, 1044, 32, 151, 17, 66, 281, 36
66, -490, 848, 225, 1005, 35, 145, 27, 69, 296, 38
67, -397, 885, 208, 993, 32, 139, 34, 72, 310, 42
68, -243, 938, 232, 997, 22, 138, 34, 74, 324, 45
69, -126, 933, 306, 990, 13, 140, 25, 75, 338, 48
70, -104, 875, 358, 952, 14, 144, 11, 76, 352, 49
71, -174, 875, 379, 969, 20, 149, 0, 78, 367, 49
72, -262, 856, 326, 953, 31, 156, -10, 81, 383, 48
73, -348, 896, 175, 977, 36, 172, -18, 84, 400, 46
74, -434, 931, 82, 1031, 31, 181, -24, 87, 418, 44
75, -591, 930, 16, 1103, 24, 180, -22, 89, 436, 41
76, -628, 1040, 9, 1215, 8, 162, -11, 90, 452, 40
77, -460, 1051, 176, 1161, -17, 158, 0, 88, 468, 40
78, -384, 1061, 328, 1175, -29, 167, 1, 86, 485, 40
79, -364, 1043, 450, 1194, -32, 168, 0, 83, 504, 40
80, -346, 1059, 561, 1248, -26, 163, -7, 80, 520, 39
81, -307, 1047, 637, 1263, -16, 177, -12, 79, 538, 38
82, -378, 984, 643, 1235, -1, 189, -17, 79, 557, 36
83, -480, 983, 551, 1226, 13, 196, -18, 80, 576, 35
84, -541, 992, 450, 1216, 18, 204, -11, 82, 597, 33
85, -602, 960, 357, 1188, 13, 206, -1, 83, 617, 33
86, -615, 902, 342, 1145, 5, 206, 10, 83, 638, 34
87, -571, 830, 351, 1067, 0, 203, 21, 83, 658, 37
88, -492, 797, 365, 1006, -4, 199, 29, 83, 678, 40
89, -372, 776, 365, 935, -6, 198, 35, 82, 698, 43
90, -263, 819, 370, 936, -11, 195, 32, 81, 718, 46
91, -215, 874, 403, 986, -21, 197, 25, 79, 738, 49
92, -240, 871, 462, 1015, -31, 202, 15, 76, 758, 50
93, -355, 843, 573, 1080, -37, 201, 5, 73, 778, 51
94, -458, 812, 673, 1150, -33, 201, 3, 70, 798, 51
95, -502, 831, 740, 1221, -27, 203, 3, 68, 819, 52
96, -522, 827, 753, 1235, -21, 206, 2, 65, 841, 52
97, -560, 848, 774, 1277, -21, 212, 1, 64, 862, 52
98, -606, 867, 830, 1345, -24, 219, 1, 61, 884, 52
99, -653, 819, 881, 1369, -27, 233, 4, 59, 908, 53
100, -772, 744, 869, 1380, -20, 240, 9, 57, 932, 54
101, -826, 769, 833, 1404, -17, 234, 19, 55, 955, 56
102, -781, 811, 888, 1435, -24, 219, 31, 53, 977, 59
103, -633, 822, 986, 1432, -28, 214, 36, 51, 999, 62
104, -540, 889, 1112, 1523, -31, 225, 34, 48, 1021, 66
105, -491, 895, 1168, 1552, -28, 236, 26, 45, 1045, 69
106, -539, 921, 1221, 1622, -23, 239, 13, 43, 1069, 70
107, -601, 985, 1240, 1695, -20, 245, 3, 41, 1093, 70
108, -645, 976, 1281, 1734, -20, 258, -5, 40, 1119, 70
109, -761, 930, 1321, 1786, -18, 275, -8, 38, 1147, 69
110, -878, 912, 1298, 1813, -10, 284, -5, 37, 1175, 68
111, -958, 986, 1275, 1875, -7, 275, 2, 36, 1203, 69
112, -917, 1015, 1276, 1871, -16, 266, 14, 35, 1229, 70
113, -836, 1035, 1371, 1911, -27, 263, 28, 32, 1258, 73
114, -750, 1043, 1511, 1983, -36, 256, 42, 29, 1284, 77
115, -614, 972, 1658, 2018, -37, 245, 56, 25, 1309, 83
116, -485, 978, 1695, 2016, -31, 244, 63, 23, 1333, 89
117, -410, 977, 1737, 2035, -25, 241, 61, 20, 1357, 96
118, -347, 968, 1701, 1988, -14, 245, 56, 19, 1382, 101
119, -299, 1002, 1576, 1892, -2, 253, 51, 19, 1407, 106
120, -260, 1061, 1427, 1798, 3, 261, 46, 19, 1433, 111
121, -253, 1119, 1332, 1758, 3, 266, 43, 19, 1460, 115
